"Warna","TDS","Kekeruhan","Suhu","E. Coli","Total Koliform","Fluorida","Total Kromium","Nitrit","Nitrat","Sianida","Aluminium","Besi","Kesadahan","Khlorida","Mangan","pH","Seng","Sulfat","Tembaga","Amonia","Zat Organik","Karbondioksida Bebas","Alkalinitas Total","Label"
"2","48.6","1.68","21","0","0","0.05","0.02","0.001","0.31","0.003","0.024","0.02","38.6","9.5","0.019","6.97","0.05","15","0.01","0.00","1.8","8.2","40","Layak Diminum"
"2","47.9","1.72","21","0","0","0.08","0.02","0.001","0.35","0.003","0.013","0.02","39.6","10.6","0.025","6.97","0.07","12","0.01","0.00","3.0","12.2","56.7","Layak Diminum"
"3","47.1","1.82","22","0","0","0.08","0.02","0.003","0.33","0.005","0.043","0.02","39.6","10.7","0.025","6.88","0.02","12","0.01","0.00","4.5","20.4","48.9","Layak Diminum"
"2","49.3","1.54","22","0","0","0.07","0.05","0.002","0.42","0.003","0.040","0.03","35.6","10.5","0.020","6.95","0.05","10","0.07","0.00","1.8","32.6","20.5","Layak Diminum"
"2","49.6","1.63","22","0","0","0.06","0.02","0.002","0.36","0.005","0.027","0.02","43.6","10.1","0.025","6.99","0.10","11","0.02","0.00","0.1","14.3","20.5","Layak Diminum"
"1","67.3","0.52","25","0","0","0.08","0.01","0.003","0.40","0.003","0.018","0.04","41.6","8.7","0.016","6.82","0.08","10","0.01","0.00","1.5","17.6","21","Layak Diminum"
"1","70.3","0.58","25","0","0","0.11","0.02","0.017","0.03","0.003","0.021","0.02","31.7","3.9","0.011","6.80","0.04","11","0.03","0.09","3.3","6.2","33","Layak Diminum"
"1","70.2","0.64","25","0","0","0.08","0.01","0.025","0.08","0.003","0.017","0.04","45.5","4.6","0.005","6.91","0.05","18","0.02","0.05","2.7","31.24","33","Layak Diminum"
"1","68.6","0.27","25","0","0","0","0.01","0.004","1.1","0.004","0.036","0.03","79.3","11","0.016","7.06","0.09","11","0.03","0.00","2.1","29.0","36","Layak Diminum"
"2","62.3","0.26","25","0","0","0.07","0.01","0.019","0.05","0.003","0.013","0.03","49.5","14.0","0.018","6.98","0.04","16","0.03","0.08","5.0","77.4","38","Layak Diminum"
"1","58.1","0.28","25","0","0","0.11","0.01","0.028","0.08","0.003","0.029","0.05","25.7","3.0","0.021","6.86","0.08","10","0.03","0.13","3.0","40.5","39","Layak Diminum"
"2","59.3","0.23","25","0","0","0.07","0.02","0.014","0.04","0.002","0.022","0.05","39.6","8.9","0.018","7.66","0.07","10","0.02","0.13","4.8","32.6","34","Layak Diminum"
"1","56.9","0.25","25","0","0","0.03","0.01","0.016","0.02","0.002","0.018","0.05","86.1","39.1","0.011","7.64","0.04","12","0.02","0.13","2.2","211.2","33","Tidak Layak Diminum"
"1","60.8","0.31","25","0","0","0.06","0.02","0.016","0.08","0.003","0.017","0.03","83.2","9.0","0.018","7.01","0.01","19","0.02","0.04","3.3","154.0","35","Tidak Layak Diminum"
"1","58.7","0.25","25","0","0","0.07","0.01","0.021","0.04","0.002","0.015","0.03","79.2","21.0","0.014","6.90","0.03","14","0.03","0.07","5.3","277.2","31","Tidak Layak Diminum"
"2","62.1","0.38","25","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","0","30","Layak Diminum"
"2","63.8","0.27","25","0","0","0.06","0","0.004","1.11","0.007","0.05","0.04","81.7","11","0.024","7.08","0.18","14","0.00","0.00","3.0","0","37","Layak Diminum"
"2","57.6","0.29","25","0","0","0.09","0","0.005","1.12","0.006","0.034","0.02","85.4","12.4","0.006","7.13","0.07","17","0.02","0.00","3.9","0","23","Layak Diminum"
"2","61.9","0.3","25","0","0","0","0.01","0.014","1.1","0.007","0.031","0.03","89.1","11","0.008","7.12","0.09","13","0.01","0.00","2.1","0","23","Layak Diminum"
"1","62.9","0.29","25","0","0","0.01","0.02","0.003","0.33","0.005","0.043","0.02","39.6","10.7","0.025","6.88","0.02","12","0.01","0.00","4.5","0","21","Layak Diminum"
"1","62.1","0.31","25","0","0","0.02","0.05","0.002","0.42","0.003","0.040","0.03","35.6","10.5","0.020","6.95","0.05","10","0.07","0.00","1.8","0","26","Layak Diminum"
"1","65.7","0.36","25","0","0","0.07","0.02","0.002","0.36","0.005","0.027","0.02","43.6","10.1","0.025","6.99","0.10","11","0.02","0.00","0.1","0","23","Layak Diminum"
"2","60.9","0.29","25","0","0","0.03","0.01","0.003","0.40","0.003","0.018","0.04","41.6","8.7","0.016","6.82","0.08","10","0.01","0.00","1.5","0","21","Layak Diminum"
"1","66.8","0.41","25","0","0","0","0.01","0.003","0.41","0.003","0.049","0.05","39.6","10.9","0.024","6.98","0.03","11","0","0.00","1.8","0","24","Layak Diminum"
"1","62.8","0.54","25","0","0","0.07","0.02","0.022","0.03","0.002","0.022","0.08","69.3","8.6","0.014","6.69","0.04","17","0.03","0.08","2.4","0","23","Layak Diminum"
"2","58.4","0.23","22","0","0","0.05","0.01","0.017","0.05","0.002","0.019","0.05","71.3","8.3","0.021","6.73","0.05","11","0.03","0.09","1.2","0","25","Layak Diminum"
"8","86.7","34.6","23","0","0","0.07","0.01","0.021","0.06","0.002","0.014","0.04","77.2","8.8","0.022","7.01","0.06","13","0.02","0.04","3.0","0","0","Layak Diminum"
"2","150","0.82","26","0","0","0.05","0.02","0.004","0.16","0.001","0.031","0.05","53.5","7.5","0.004","7.90","0.04","13","0.02","0.01","5.6","0","0","Layak Diminum"
"3","149","0.65","25","0","0","0.03","0.02","0.006","0.15","0.000","0.042","0.07","51.5","8.1","0.004","7.76","0.02","19","0.01","0.02","5.0","0","0","Layak Diminum"
"2","153","0.71","25","0","0","0.04","0.02","0.007","0.13","0.000","0.024","0.05","57.4","7.7","0.006","7.80","0.04","21","0.03","0.02","5.3","0","0","Layak Diminum"
"1","181","0.76","26","0","0","0.05","0.02","0.007","0.11","0.001","0.018","0.04","57.4","7.8","0.014","7.83","0.03","26","0.01","0.03","5.3","0","0","Layak Diminum"
"1","62","0.23","21","0","0","0.03","0.01","0.003","0.11","0.002","0.019","0.04","53.5","7.3","0.013","7.90","0.02","18","0.01","0.02","4.8","60.7","40","Layak Diminum"
"1","62.3","0.3","21","0","0","0.07","0.01","0.005","0.08","0.001","0.007","0.06","53.5","7.2","0.012","7.94","0.01","18","0.01","0.01","4.5","45.8","42","Layak Diminum"
"1","64.5","0.33","21","0","0","0.06","0.01","0.005","0.07","0.002","0.005","0.06","59.4","7.5","0.012","7.90","0.05","8","0.03","0.02","5.3","28.6","27","Layak Diminum"
"1","63.1","0.26","21","0","0","0.05","0.02","0.007","0.05","0.002","0.026","0.08","43.6","6.1","0.016","8.49","0.03","14","0.02","0.02","3.0","84.5","30","Layak Diminum"
"1","65.9","0.24","20","0","0","0.05","0.02","0.011","0.05","0.003","0.015","0.05","43.6","6.2","0.015","8.40","0.04","14","0.01","0.02","3.9","49.3","50.5","Layak Diminum"
"2","178","3.81","26","0","0","0.08","0.01","0.008","0.03","0.001","0.007","0.07","47.5","6.9","0.014","8.43","0.03","21","0.01","0.03","3.6","37","47.5","Layak Diminum"
"2","180","1.36","26","0","0","0.01","0.01","0.001","0.12","0.001","0.019","0.07","49.5","6.8","0.009","8.45","0.02","21","0.02","0.02","2.7","35.2","47","Layak Diminum"
"1","77","0.8","25","0","0","0.01","0.02","0.006","0.16","0.001","0.018","0.01","51.5","6.7","0.009","8.42","0.02","21","0.01","0.02","2.4","33.9","49","Layak Diminum"
"1","61.9","0.85","25","0","0","0.01","0.02","0.007","0.15","0.003","0.033","0.02","55.4","6.8","0.013","8.47","0.04","21","0.01","0.01","3.3","31.7","48","Layak Diminum"
"1","62.3","0.62","25","0","0","0.03","0.02","0.004","0.15","0.001","0.038","0.02","53.5","6.6","0.013","8.50","0.03","19","0.02","0.01","4.2","40.5","45.5","Layak Diminum"
"1","63.5","0.72","25","0","0","0.03","0.02","0.009","0.08","0.002","0.048","0.02","53.5","6.6","0.011","7.55","0.02","17","0.03","0.01","3.6","44","35.5","Layak Diminum"
"1","60.9","0.65","25","0","0","0.07","0.01","0.008","0.09","0.004","0.041","0.03","49.5","6.4","0.016","8.38","0.02","20","0.01","0.02","3.0","32.6","40.5","Layak Diminum"
"1","63.1","0.69","26","0","0","0.05","0.01","0.007","0.09","0.001","0.044","0.03","45.5","6.4","0.015","8.42","0.03","23","0.01","0.01","2.7","49.3","78","Layak Diminum"
"2","61.7","0.66","26","0","0","0.08","0.01","0.004","0.13","0.002","0.036","0.06","39.6","6.3","0.015","8.40","0.04","23","0.02","0.02","2.7","72.2","44","Layak Diminum"
"1","62.9","0.81","25","0","0","0.05","0.01","0.002","0.02","0.001","0.023","0.07","23.0","7.1","0.006","7.09","0.02","13","0.03","0.02","2.7","220","150","Tidak Layak Diminum"
"2","63.2","0.65","26","0","0","0.08","0.01","0.007","0.02","0.000","0.031","0.07","23.0","7.8","0.008","7.08","0.02","17","0.01","0.02","1.2","211.2","122","Tidak Layak Diminum"
"1","64.3","0.69","25","0","0","0.08","0.01","0.014","0.06","0.000","0.035","0.05","21.0","7.4","0.008","7.03","0.01","13","0.01","0.01","1.2","154","299","Tidak Layak Diminum"
"1","67.1","0.73","25","0","0","0.08","0.00","0.015","0.05","0.001","0.035","0.02","26.0","7.5","0.005","7.02","0.03","14","0.01","0.01","2.1","158.4","307","Tidak Layak Diminum"
"1","80.4","0.73","22","0","0","0.07","0.01","0.007","0.07","0.001","0.029","0.04","23.0","7.2","0.007","7.13","0.03","16","0.02","0.01","2.1","259.6","287","Tidak Layak Diminum"
"1","146","0.87","24","0","0","0.00","0.01","0.002","0.07","0.009","0.008","0.01","77.2","4.8","0.000","6.82","0.02","1","0.02","0.00","0.6","277.2","300","Tidak Layak Diminum"
"1","144","0.99","23","0","0","0.05","0.01","0.001","0.07","0.006","0.000","0.02","85.1","59.2","0.028","7.89","0.05","0","0.00","0.29","2.1","255.2","285","Tidak Layak Diminum"
"1","74.6","0.89","21","0","0","0.14","0.00","0.002","0.19","0.005","0.071","0.01","39.6","9.0","0.006","7.11","0.01","15","0.01","0.00","2.1","233.2","43","Tidak Layak Diminum"
"1","77.6","0.76","22","0","0","0.02","0.01","0.006","0.03","0.002","0.005","0.02","44.6","10.5","0.005","7.07","0.06","30","0.02","0.02","3.9","44","27","Layak Diminum"
"2","79.2","0.82","22","0","0","0.05","0.03","0.002","0.02","0.002","0.007","0.02","104","10.8","0.013","7.16","0.02","13","0.02","0.02","7.4","44","22","Layak Diminum"
"1","70.6","0.69","21","0","0","0.05","0.02","0.006","0.02","0.002","0.008","0.01","57.4","11.5","0.015","7.2","0.01","17","0.03","0.02","8.0","44","25","Layak Diminum"
"1","71.9","0.71","22","0","0","0.03","0.02","0.007","0.06","0.003","0.021","0.033","53.5","5.7","0.022","7.26","0.01","8","0.04","0.03","8.9","43.6","25","Layak Diminum"
"2","70.1","0.6","20","0","0","0.02","0.02","0.009","0.08","0.004","0.014","0.05","43.9","5.6","0.026","7.18","0.02","14","0.03","0.02","6.8","41.4","27","Layak Diminum"
"2","71.2","0.76","22","0","0","0.01","0.01","0.009","0.15","0.003","0.003","0.01","46.4","5.8","0.017","7.15","0.03","17","0.03","0.01","7.4","35.2","28","Layak Diminum"
"2","66.6","0.82","21","0","0","0.01","0.01","0.004","0.06","0.003","0.002","0.04","51.2","5.7","0.017","7.18","0.03","9","0.02","0.01","6.2","29.9","28","Layak Diminum"
"2","67.1","0.71","20","0","0","0.03","0.02","0.002","0.14","0.004","0.003","0.03","61","5.8","0.008","7.25","0.03","18","0.02","0.03","1.8","32.6","25","Layak Diminum"
"2","65.3","0.89","21","0","0","0.02","0.02","0.003","0.09","0.003","0.007","0.07","73.2","6.4","0.005","7.23","0.05","14","0.02","0.02","2.1","9.0","26.5","Layak Diminum"
"1","64.4","0.88","21","0","0","0.03","0.01","0.007","0.08","0.002","0.009","0.05","110.88","5.6","0.007","7.21","0.05","22","0.02","0.03","2.7","8.2","26","Layak Diminum"
"1","62.1","0.72","20","0","0","0.05","0.03","0.013","0.04","0.002","0.009","0.03","104","3.2","0.007","7.14","0.03","12","0.02","0.03","3.6","12.2","25.5","Layak Diminum"
"2","136","0.98","23","0","0","0.03","0.02","0.01","0.02","0.002","0.007","0.03","57.4","3.6","0.009","7.12","0.04","15","0.02","0.04","3.9","20.4","32","Layak Diminum"
"1","131","0.91","22","0","0","0.04","0.02","0.008","0.04","0.003","0.011","0.04","73.2","4.2","0.01","6.94","0.02","12","0.02","0.04","2.7","52.8","57","Layak Diminum"
"1","60.9","0.62","20","0","0","0.04","0.02","0.007","0.05","0.003","0.015","0.03","45.54","3.3","0.008","7.07","0.02","10","0.02","0.03","3.3","46.4","90","Layak Diminum"
"1","63.4","0.41","18","0","0","0.03","0.02","0.008","0.06","0.003","0.061","0.02","43.56","11.1","0.003","6.96","0.05","10","0.02","0.03","3.6","38.3","94","Layak Diminum"
"2","130","0.77","24","0","0","0.03","0.02","0.009","0.05","0.002","0.05","0.03","39.6","15.2","0.004","6.93","0.02","8","0.02","0.01","5.3","14.3","94","Layak Diminum"
"2","111","0.69","24","0","0","0.02","0.02","0.011","0.06","0.002","0.06","0.02","43.56","6","0.002","6.95","0.03","8","0.01","0.02","4.5","14.3","230","Layak Diminum"
"1","113","0.78","24","0","0","0.01","0.02","0.004","0.06","0.001","0.003","0.03","57.4","7.4","0.007","6.92","0.01","15","0","0.02","4.5","17.3","226","Layak Diminum"
"2","122","0.79","24","0","0","0.01","0.03","0.05","0.04","0.002","0.042","0.05","48.5","8.7","0.014","6.93","0.02","21","0.03","0.03","5.0","8.8","208","Layak Diminum"
"2","123","0.69","23","0","0","0.04","0.01","0.026","0.04","0.002","0.020","0.06","49.5","7.2","0.009","7.16","0.06","13","0.03","0.07","2.1","59.8","219","Layak Diminum"
"1","118","0.73","23","0","0","0.05","0.01","0.021","0.06","0.004","0.016","0.05","49.5","6.1","0.008","7.28","0.04","15","0.02","0.04","2.7","44.0","220","Layak Diminum"
"1","124","0.75","23","0","0","0.06","0.01","0.020","0.06","0.002","0.013","0.05","47.5","7.1","0.009","7.30","0.04","14","0.02","0.07","1.5","32.6","216","Layak Diminum"
"1","129","0.66","23","0","0","0.08","0.02","0.019","0.07","0.003","0.015","0.06","49.5","7.0","0.014","7.35","0.04","19","0.01","0.11","2.4","17.6","11.5","Layak Diminum"
"2","130","0.9","24","0","0","0.09","0.01","0.014","0.07","0.002","0.018","0.08","45.5","4.3","0.007","6.87","0.06","19","0.02","0.08","2.4","4.4","12.5","Layak Diminum"
"2","119","0.76","23","0","0","0.06","0.02","0.027","0.08","0.002","0.022","0.07","45.5","4.7","0.008","6.93","0.08","21","0.03","0.13","1.2","3.5","11","Layak Diminum"
"2","120","0.9","23","0","0","0.09","0.02","0.025","0.09","0.002","0.021","0.08","45.5","4.1","0.006","6.98","0.06","17","0.03","0.06","2.7","5.7","11.5","Layak Diminum"
"1","108","0.82","23","0","0","0.09","0.01","0.026","0.04","0.003","0.013","0.08","43.6","5.1","0.007","6.91","0.07","16","0.02","0.05","0.9","5.7","11","Layak Diminum"
"1","80","0.21","21","0","0","0.09","0.01","0.014","0.04","0.002","0.023","0.04","47.5","5.3","0.012","6.83","0.07","15","0.02","0.02","1.5","7.5","10.5","Layak Diminum"
"1","121","0.58","22","0","0","0.06","0.01","0.019","0.03","0.002","0.029","0.04","41.6","5.4","0.011","6.89","0.04","11","0.02","0.07","1.8","31.24","10","Layak Diminum"
"1","118","0.6","22","0","0","0.05","0.02","0.023","0.05","0.002","0.027","0.05","41.6","5.2","0.004","6.87","0.03","14","0.02","0.11","2.1","29.0","10.5","Layak Diminum"
"2","116","0.51","22","0","0","0.06","0.01","0.010","0.07","0.003","0.110","0.03","95","39.3","0.004","7.67","0.05","12","0.02","0.08","2.4","77.4","12","Layak Diminum"
"2","118","0.48","22","0","0","0.07","0.01","0.017","0.08","0.003","0.014","0.06","43.6","7.0","0.009","6.86","0.06","15","0.02","0.12","1.2","40.5","26","Layak Diminum"
"2","120","0.47","22","0","0","0.11","0.01","0.012","0.04","0.002","0.022","0.02","53.5","7.5","0.016","6.95","0.06","10","0.02","0.12","2.1","32.6","22","Layak Diminum"
"2","114","0.47","22","0","0","0.07","0.01","0.023","0.07","0.002","0.015","0.04","51.5","4.4","0.006","6.85","0.05","14","0.02","0.08","2.4","211.2","24","Tidak Layak Diminum"
"1","111","0.48","22","0","0","0.04","0.02","0.006","0.06","0.002","0.046","0.03","36.6","2.9","0.005","6.98","0.03","16","0.02","0.05","4.2","154.0","20","Tidak Layak Diminum"
"1","113","0.45","22","0","0","0.05","0.03","0.011","0.04","0.001","0.061","0.02","69.3","3","0.006","7.24","0.06","13","0.01","0.03","3.9","277.2","20","Tidak Layak Diminum"
"3","112","0.48","22","0","0","0.09","0.01","0.028","0.06","0.002","0.014","0.06","51.5","16.0","0.023","6.97","0.06","22","0.02","0.10","5.3","6.2","0","Layak Diminum"
"2","111","0.5","23","0","0","0.07","0.01","0.021","0.07","0.002","0.016","0.04","47.5","14.0","0.016","6.84","0.03","12","0.02","0.07","5.0","6.2","0","Layak Diminum"
"2","110","0.51","22","0","0","0.08","0.01","0.022","0.07","0.002","0.027","0.09","43.6","4.4","0.010","6.87","0.02","23","0.02","0.05","2.1","5.3","0","Layak Diminum"
"1","107","0.56","23","0","0","0.08","0.02","0.021","0.06","0.002","0.015","0.03","87.1","12.0","0.010","6.96","0.06","6","0.03","0.09","1.5","6.6","0","Layak Diminum"
"1","109","0.53","22","0","0","0.06","0.01","0.010","0.07","0.003","0.110","0.03","95","39.3","0.004","7.67","0.05","12","0.02","0.08","2.4","6.2","0","Layak Diminum"
"1","108","0.55","23","0","0","0","0.01","0.001","0.24","0.006","0","0.01","73.3","8.0","0.004","6.57","0.06","31","0.02","0.00","2.4","19.4","0","Layak Diminum"
"2","107","0.5","22","0","0","0.08","0.01","0.022","0.04","0.002","0.019","0.05","69.3","8.5","0.018","7.09","0.07","17","0.03","0.15","4.2","6.2","0","Layak Diminum"
"2","114","0.48","22","0","0","0.09","0.01","0.019","0.05","0.002","0.019","0.04","67.3","8.3","0.015","7.22","0.04","17","0.02","0.09","3.9","19.4","0","Layak Diminum"
"2","116","0.57","22","0","0","0.90","0.02","0.018","0.04","0.003","0.014","0.03","59.4","7.9","0.014","7.30","0.03","15","0.03","0.06","3.6","4.4","0","Layak Diminum"
"1","166","2.52","25","0","0","0.07","0.02","0.021","0.02","0.002","0.011","0.04","62.4","7.5","0.021","7.20","0.04","18","0.03","0.07","4.5","31.7","0","Layak Diminum"
"2","122","2.15","25","0","0","0.12","0","0.003","1.1","0.009","0.028","0.01","84.2","9.7","0.029","7.19","0.44","13","0.00","0.00","1.8","4.4","0","Layak Diminum"
"1","130","2.09","25","0","0","0.07","0.03","0.023","0.05","0.002","0.014","0.07","45.5","7.1","0.018","7.33","0.06","18","0.03","0.08","2.7","4.4","0","Layak Diminum"
"2","402","2.08","25","0","0","0.06","0.02","0.018","0.06","0.002","0.027","0.09","77.2","8.1","0.016","6.91","0.08","12","0.04","0.09","1.2","6.6","0","Layak Diminum"
"2","410","2.07","25","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","103.8","0","Tidak Layak Diminum"
"3","408","2.03","25","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","68.6","0","Layak Diminum"
"2","411","2.02","25","0","0","0.01","0.01","0.003","1.1","0.007","0.042","0.02","76.9","8.9","0.010","7.13","0.06","13","0.00","0.00","0.9","19.4","0","Layak Diminum"
"2","129","0.76","25","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","14.3","0","Layak Diminum"
"2","406","2.1","25","0","0","0.09","0.02","0.019","0.06","0.002","0.021","0.05","73.3","20.0","0.011","6.84","0.04","13","0.02","0.06","6.5","17.3","0","Layak Diminum"
"3","409","2.08","25","0","0","0.08","0.01","0.023","0.04","0.002","0.021","0.06","45.5","9.2","0.015","7.48","0.02","15","0.02","0.05","4.8","13.3","0","Layak Diminum"
"1","180","0.82","25","0","0","0.05","0.03","0.011","0.04","0.001","0.061","0.02","69.3","3","0.006","7.24","0.06","13","0.01","0.03","3.9","18.4","0","Layak Diminum"
"1","185","0.8","25","0","0","0.08","0.01","0.022","0.07","0.002","0.027","0.09","43.6","4.4","0.010","6.87","0.02","23","0.02","0.05","2.1","14.3","0","Layak Diminum"
"2","126","0.67","25","0","0","0.11","0.01","0.011","0.03","0.003","0.017","0.08","73.3","9.1","0.015","7.18","0.02","13","0.02","0.07","4.8","15.3","0","Layak Diminum"
"2","133","0.65","25","0","0","0.12","0.02","0.018","0.05","0.002","0.012","0.04","67.3","8.3","0.018","7.27","0.04","9","0.02","0.14","4.2","15.3","0","Layak Diminum"
"2","135","0.62","25","0","0","0.05","0.01","0.007","1.09","0.005","0.035","0.02","8.4","11","0.034","7.10","0.23","12","0.02","0.00","3.0","17.3","0","Layak Diminum"
"1","121","0.59","25","0","0","0.18","0.05","0.015","1.11","0.006","0.086","0.02","90.3","11.5","0.015","7.21","0.75","12","0.00","0.00","1.5","9.0","0","Layak Diminum"
"2","120","0.46","25","0","0","0.12","0","0.003","1.1","0.009","0.028","0.01","84.2","9.7","0.029","7.19","0.44","13","0.00","0.00","1.8","8.2","0","Layak Diminum"
"2","130","0.52","25","0","0","0.08","0.01","0.018","0.07","0.002","0.010","0.02","81.2","19.1","0.019","6.84","0.03","14","0.01","0.09","5.3","12.2","0","Layak Diminum"
"2","126","0.57","25","0","0","0.06","0.02","0.019","0.08","0.002","0.018","0.08","65.3","8.8","0.021","7.18","0.02","13","0.02","0.14","4.8","20.4","0","Layak Diminum"
